Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2022-06-30,133.71078491210938,138.6199951171875,139.8699951171875,134.3000030517578,136.6999969482422,4123500,AXP
2022-07-01,135.4277801513672,140.39999389648438,140.88999938964844,137.47000122070312,138.07000732421875,2625300,AXP
2022-07-05,134.70431518554688,139.64999389648438,139.64999389648438,135.64999389648438,137.22000122070312,4057000,AXP
2022-07-06,133.25743103027344,138.14999389648438,140.5,137.85000610351562,139.2899932861328,4401300,AXP
2022-07-07,136.0354461669922,141.02999877929688,142.1699981689453,139.14999389648438,140.17999267578125,4258000,AXP
2022-07-08,136.7396240234375,141.75999450683594,143.11000061035156,139.72000122070312,141.74000549316406,3631800,AXP
2022-07-11,135.6013946533203,140.5800018310547,142.30999755859375,139.83999633789062,140.47000122070312,2373600,AXP
2022-07-12,134.2509765625,139.17999267578125,141.88999938964844,137.05999755859375,137.52999877929688,4047400,AXP
2022-07-13,134.46315002441406,139.39999389648438,140.02000427246094,136.36000061035156,136.83999633789062,2753800,AXP
2022-07-14,131.64657592773438,136.47999572753906,137.24000549316406,134.1199951171875,135.6999969482422,4600200,AXP
2022-07-15,137.43411254882812,142.47999572753906,143.11000061035156,138.8699951171875,139.7100067138672,3296600,AXP
2022-07-18,137.28941345214844,142.3300018310547,146.0500030517578,141.52000427246094,144.33999633789062,3330300,AXP
2022-07-19,142.54640197753906,147.77999877929688,147.92999267578125,144.39999389648438,144.39999389648438,3372300,AXP
2022-07-20,143.65567016601562,148.92999267578125,149.10000610351562,146.3699951171875,146.8699951171875,2802300,AXP
2022-07-21,144.8613739013672,150.17999267578125,150.3300018310547,146.4499969482422,148.2100067138672,4683000,AXP
2022-07-22,147.59117126464844,153.00999450683594,160.8800048828125,152.6199951171875,159.00999450683594,9298400,AXP
2022-07-25,148.34356689453125,153.7899932861328,154.77999877929688,151.2100067138672,154.25,4213800,AXP
2022-07-26,144.5238037109375,149.8300018310547,153.5,148.83999633789062,152.72999572753906,2812700,AXP
2022-07-27,146.2600860595703,151.6300048828125,152.72000122070312,147.27000427246094,151.60000610351562,5029100,AXP
2022-07-28,146.75198364257812,152.13999938964844,152.64999389648438,147.5399932861328,151.75999450683594,3587900,AXP
2022-07-29,148.56541442871094,154.02000427246094,154.3800048828125,151.2899932861328,152.3699951171875,3197900,AXP
2022-08-01,147.8998260498047,153.3300018310547,154.77000427246094,151.8000030517578,152.83999633789062,2295600,AXP
2022-08-02,146.23114013671875,151.60000610351562,153.3000030517578,150.83999633789062,152.02000427246094,2562900,AXP
2022-08-03,149.9254913330078,155.42999267578125,156.0399932861328,153.30999755859375,154.07000732421875,2609300,AXP
2022-08-04,151.31451416015625,156.8699951171875,157.7100067138672,155.25999450683594,156.02000427246094,3693300,AXP
2022-08-05,151.93182373046875,157.50999450683594,158.0399932861328,156.0,156.47999572753906,2513600,AXP
2022-08-08,151.7099609375,157.27999877929688,160.7899932861328,156.94000244140625,159.0,3080700,AXP
2022-08-09,153.17613220214844,158.8000030517578,158.94000244140625,157.27000427246094,157.63999938964844,2997900,AXP
2022-08-10,156.68722534179688,162.44000244140625,164.2100067138672,161.63999938964844,161.77000427246094,3225400,AXP
2022-08-11,157.21775817871094,162.99000549316406,164.9199981689453,162.17999267578125,164.36000061035156,1968200,AXP
2022-08-12,159.966796875,165.83999633789062,166.0,163.27999877929688,164.47000122070312,1942600,AXP
2022-08-15,159.54238891601562,165.39999389648438,166.05999755859375,163.75999450683594,164.27999877929688,1852800,AXP
2022-08-16,159.49415588378906,165.35000610351562,165.97999572753906,163.9600067138672,165.0,1876000,AXP
2022-08-17,158.0955047607422,163.89999389648438,164.47999572753906,162.1999969482422,163.3000030517578,1804100,AXP
